metric,Category,Sub-Category,Name,total,Type
Quantity,Technology,Machines,Swingline SM12-08 MicroCut Jam Free Shredder,13,Product
Quantity,Technology,Machines,Texas Instruments TI-34 Scientific Calculator,12,Product
Quantity,Technology,Machines,"HP Designjet T520 Inkjet Large Format Printer - 24"" Color",12,Product
Quantity,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,52,Product
Quantity,Technology,Phones,Geemarc AmpliPOWER60,46,Product
Quantity,Technology,Phones,Pyle PMP37LED,43,Product
Quantity,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,41,Product
Quantity,Technology,Phones,Polycom VVX 310 VoIP phone,40,Product
Quantity,Technology,Phones,Samsung Galaxy Mega 6.3,39,Product
Quantity,Technology,Phones,Jabra SPEAK 410,37,Product
Quantity,Technology,Phones,AT&T 17929 Lendline Telephone,35,Product
Quantity,Technology,Phones,PureGear Roll-On Screen Protector,34,Product
Quantity,Technology,Phones,Mitel MiVoice 5330e IP Phone,34,Product
Sales,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",15610.9656,Product
Sales,Furniture,Bookcases,DMI Eclipse Executive Suite Bookcases,11046.609,Product
Sales,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",7539.7122,Product
Sales,Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",5492.885,Product
Sales,Furniture,Bookcases,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",5184.081,Product
Sales,Furniture,Bookcases,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,4886.46,Product
Sales,Furniture,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",3626.0056,Product
Sales,Furniture,Bookcases,"Global Adaptabilites Bookcase, Cherry/Storm Gray Finish",3447.84,Product
Sales,Furniture,Bookcases,O'Sullivan Living Dimensions 5-Shelf Bookcases,3420.7704,Product
Sales,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",3317.7235,Product
Sales,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,21870.576,Product
Sales,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,12975.382,Product
Sales,Furniture,Chairs,SAFCO Arco Folding Chair,11572.78,Product
Sales,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",10637.528,Product
Sales,Furniture,Chairs,GuestStacker Chair with Chrome Finish Legs,9070.944,Product
Sales,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,8774.5,Product
Sales,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,8665.194,Product
Sales,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,8430.997,Product
Sales,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,7979.44,Product
Sales,Furniture,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,7582.374,Product
Sales,Furniture,Furnishings,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,3861.056,Product
Sales,Furniture,Furnishings,Tenex Antistatic Computer Chair Mats,3317.012,Product
Sales,Furniture,Furnishings,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",2863.8,Product
Sales,Furniture,Furnishings,Electrix Halogen Magnifier Lamp,2759.06,Product
Sales,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",2699.056,Product
Sales,Furniture,Furnishings,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",2267.972,Product
Sales,Furniture,Furnishings,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",2191.68,Product
Sales,Furniture,Furnishings,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",2064.228,Product
Sales,Furniture,Furnishings,"Tenex Chairmat w/ Average Lip, 45"" x 53""",2058.496,Product
Sales,Furniture,Furnishings,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,1685.44,Product
Sales,Furniture,Tables,Bretford Rectangular Conference Table Tops,12995.2915,Product
Sales,Furniture,Tables,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,9917.64,Product
Sales,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table,9544.725,Product
Sales,Furniture,Tables,Chromcraft Round Conference Tables,8209.059,Product
Sales,Furniture,Tables,Hon 94000 Series Round Tables,7404.5,Product
Sales,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,7242.768,Product
Sales,Furniture,Tables,"Bevis Oval Conference Table, Walnut",6942.068,Product
Sales,Furniture,Tables,Bretford CR8500 Series Meeting Room Furniture,6776.562,Product
Sales,Furniture,Tables,Balt Solid Wood Round Tables,6518.754,Product
Sales,Furniture,Tables,Hon 5100 Series Wood Tables,5965.09,Product
Sales,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,11304.44,Product
Sales,Office Supplies,Appliances,Hoover Upright Vacuum With Dirt Cup,6832.908,Product
Sales,Office Supplies,Appliances,"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",5906.52,Product
Sales,Office Supplies,Appliances,Hoover Shoulder Vac Commercial Portable Vacuum,5009.48,Product
Sales,Office Supplies,Appliances,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,4476.96,Product
Sales,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,3855.18,Product
Sales,Office Supplies,Appliances,Avanti 4.4 Cu. Ft. Refrigerator,3511.012,Product
Sales,Office Supplies,Appliances,Hoover WindTunnel Plus Canister Vacuum,3051.3,Product
Sales,Office Supplies,Appliances,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",3039.5,Product
Sales,Office Supplies,Appliances,3.6 Cubic Foot Counter Height Office Refrigerator,2946.2,Product
Sales,Office Supplies,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",1617.948,Product
Sales,Office Supplies,Art,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,1166.44,Product
Sales,Office Supplies,Art,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",1113.024,Product
Sales,Office Supplies,Art,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,1073.112,Product
Sales,Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670",873.636,Product
Sales,Office Supplies,Art,Panasonic KP-380BK Classic Electric Pencil Sharpener,705.208,Product
Sales,Office Supplies,Art,Hunt Boston Vacuum Mount KS Pencil Sharpener,671.808,Product
Sales,Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black",618.562,Product
Sales,Office Supplies,Art,Panasonic KP-150 Electric Pencil Sharpener,573.648,Product
Sales,Office Supplies,Art,Sanford 52201 APSCO Electric Pencil Sharpener,565.386,Product
Sales,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,27453.384,Product
Sales,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,19823.479,Product
Sales,Office Supplies,Binders,GBC Ibimaster 500 Manual ProClick Binding System,19024.5,Product
Sales,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System,17965.068,Product
Sales,Office Supplies,Binders,Ibico EPK-21 Electric Binding System,15875.916,Product
Sales,Office Supplies,Binders,Fellowes PB300 Plastic Comb Binding Machine,8070.192,Product
Sales,Office Supplies,Binders,Ibico Ibimaster 300 Manual Binding System,7985.383,Product
Sales,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,6785.142,Product
Sales,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,5398.323,Product
Sales,Office Supplies,Binders,GBC DocuBind TL200 Manual Binding Machine,4322.814,Product
Sales,Office Supplies,Envelopes,Staples,1686.812,Product
Sales,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,1555.75,Product
Sales,Office Supplies,Envelopes,Ames Color-File Green Diamond Border X-ray Mailers,1360.476,Product
Sales,Office Supplies,Envelopes,Airmail Envelopes,1359.666,Product
Sales,Office Supplies,Envelopes,Tyvek Side-Opening Peel & Seel Expanding Envelopes,1266.72,Product
Sales,Office Supplies,Envelopes,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",939.092,Product
Sales,Office Supplies,Envelopes,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",783.608,Product
Sales,Office Supplies,Envelopes,"Strathmore #10 Envelopes, Ultimate White",632.52,Product
Sales,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel  Envelopes, Gray",610.98,Product
Sales,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",570.78,Product
Sales,Office Supplies,Fasteners,Staples,755.47,Product
Sales,Office Supplies,Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",296.184,Product
Sales,Office Supplies,Fasteners,Advantus Plastic Paper Clips,225,Product
Sales,Office Supplies,Fasteners,"Alliance Super-Size Bands, Assorted Sizes",197.612,Product
Sales,Office Supplies,Fasteners,"OIC Colored Binder Clips, Assorted Sizes",139.62,Product
Sales,Office Supplies,Fasteners,"Advantus Push Pins, Aluminum Head",139.44,Product
Sales,Office Supplies,Fasteners,OIC Binder Clips,128.164,Product
Sales,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,92.136,Product
Sales,Office Supplies,Fasteners,Advantus Map Pennant Flags and Round Head Tacks,87.69,Product
Sales,Office Supplies,Fasteners,Plymouth Boxed Rubber Bands by Plymouth,77.244,Product
Sales,Office Supplies,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",3322.878,Product
Sales,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",1233.412,Product
Sales,Office Supplies,Labels,Avery 485,639.03,Product
Sales,Office Supplies,Labels,Avery 477,573.964,Product
Sales,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,518,Product
Sales,Office Supplies,Labels,Round Specialty Laser Printer Labels,421.008,Product
Sales,Office Supplies,Labels,Avery 505,372.96,Product
Sales,Office Supplies,Labels,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",277.38,Product
Sales,Office Supplies,Labels,Avery 475,266.4,Product
Sales,Office Supplies,Labels,Avery 473,248.4,Product
Sales,Office Supplies,Paper,Xerox 1915,2789.01,Product
Sales,Office Supplies,Paper,Staples,2504.192,Product
Sales,Office Supplies,Paper,Multicolor Computer Printout Paper,1887.3,Product
Sales,Office Supplies,Paper,Xerox 189,1782.45,Product
Sales,Office Supplies,Paper,Xerox 1941,1740.51,Product
Sales,Office Supplies,Paper,Xerox 1908,1712.988,Product
Sales,Office Supplies,Paper,Xerox 1945,1696.986,Product
Sales,Office Supplies,Paper,Xerox 1919,1565.818,Product
Sales,Office Supplies,Paper,Xerox 1893,1434.65,Product
Sales,Office Supplies,Paper,Xerox 1891,1320.57,Product
Sales,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,10925.004,Product
Sales,Office Supplies,Storage,Tennsco Double-Tier Lockers,9630.856,Product
Sales,Office Supplies,Storage,Tennsco Single-Tier Lockers,9158.296,Product
Sales,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",8138.232,Product
Sales,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,7730.196,Product
Sales,Office Supplies,Storage,Tennsco 16-Compartment Lockers with Coat Rack,7515.524,Product
Sales,Office Supplies,Storage,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",6819.312,Product
Sales,Office Supplies,Storage,Standard Rollaway File with Lock,6594.954,Product
Sales,Office Supplies,Storage,"Dual Level, Single-Width Filing Carts",6574.544,Product
Sales,Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart ,5751.774,Product
Sales,Office Supplies,Supplies,High Speed Automatic Electric Letter Opener,17030.312,Product
Sales,Office Supplies,Supplies,Martin Yale Chadless Opener Electric Letter Opener,16656.2,Product
Sales,Office Supplies,Supplies,Compact Automatic Electric Letter Opener,2982.75,Product
Sales,Office Supplies,Supplies,Premier Automatic Letter Opener,2836.366,Product
Sales,Office Supplies,Supplies,Premier Electric Letter Opener,2641.608,Product
Sales,Office Supplies,Supplies,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",458.7,Product
Sales,Office Supplies,Supplies,"Acme 10"" Easy Grip Assistive Scissors",448.768,Product
Sales,Office Supplies,Supplies,Fiskars Softgrip Scissors,307.44,Product
Sales,Office Supplies,Supplies,Acme Box Cutter Scissors,306.9,Product
Sales,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,279.3,Product
Sales,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,10822.36,Product
Sales,Technology,Accessories,LogitechæP710e Mobile Speakerphone,10196.604,Product
Sales,Technology,Accessories,Plantronics Savi W720 Multi-Device Wireless Headset System,9367.29,Product
Sales,Technology,Accessories,Logitech diNovo Edge Keyboard,7399.704,Product
Sales,Technology,Accessories,LogitechæZ-906 Speaker sys - home theater - 5.1-CH,5609.83,Product
Sales,Technology,Accessories,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,5119.744,Product
Sales,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,4389.246,Product
Sales,Technology,Accessories,WD My Passport Ultra 2TB Portable External Hard Drive,3998.4,Product
Sales,Technology,Accessories,LogitechæVX Revolution Cordless Laser Mouse for Notebooks (Black),3743.792,Product
Sales,Technology,Accessories,Logitech Wireless Gaming Headset G930,2879.82,Product
Sales,Technology,Copiers,Canon imageCLASS 2200 Advanced Copier,61599.824,Product
Sales,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,18839.686,Product
Sales,Technology,Copiers,Canon PC1060 Personal Laser Copier,11619.834,Product
Sales,Technology,Copiers,Canon Imageclass D680 Copier / Fax,8959.872,Product
Sales,Technology,Copiers,Hewlett Packard 610 Color Digital Copier / Printer,8899.822,Product
Sales,Technology,Copiers,Sharp AL-1530CS Digital Copier,6399.872,Product
Sales,Technology,Copiers,Canon PC1080F Personal Copier,5999.9,Product
Sales,Technology,Copiers,Canon PC940 Copier,5669.874,Product
Sales,Technology,Copiers,Brother DCP1000 Digital 3 in 1 Multifunction Machine,4859.838,Product
Sales,Technology,Copiers,Sharp 1540cs Digital Laser Copier,4399.92,Product
Sales,Technology,Machines,Cisco TelePresence System EX90 Videoconferencing Unit,22638.48,Product
Sales,Technology,Machines,"HP Designjet T520 Inkjet Large Format Printer - 24"" Color",18374.895,Product
Sales,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,16829.901,Product
Sales,Technology,Machines,"3D Systems Cube Printer, 2nd Generation, Magenta",14299.89,Product
Sales,Technology,Machines,Cubify CubeX 3D Printer Double Head Print,11099.963,Product
Sales,Technology,Machines,Bady BDG101FRU Card Printer,9279.884,Product
Sales,Technology,Machines,Cubify CubeX 3D Printer Triple Head Print,7999.98,Product
Sales,Technology,Machines,Okidata MB760 Printer,7834.4,Product
Sales,Technology,Machines,Ativa V4110MDD Micro-Cut Shredder,7699.89,Product
Sales,Technology,Machines,Zebra ZM400 Thermal Label Printer,6965.7,Product
Sales,Technology,Phones,Samsung Galaxy Mega 6.3,13943.668,Product
Sales,Technology,Phones,Apple iPhone 5,12996.6,Product
Sales,Technology,Phones,Wilson Electronics DB Pro Signal Booster,8878.4,Product
Sales,Technology,Phones,Mitel MiVoice 5330e IP Phone,7699.72,Product
Sales,Technology,Phones,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),7139.796,Product
Sales,Technology,Phones,Cisco Unified IP Phone 7945G VoIP phone,6751.602,Product
Sales,Technology,Phones,ClearOne CHATAttach 160 -æspeaker phone,6695.892,Product
Sales,Technology,Phones,Polycom VVX 310 VoIP phone,6227.654,Product
Sales,Technology,Phones,Samsung Galaxy S4,6134.702,Product
Sales,Technology,Phones,Samsung Galaxy S4 Mini,6109.87,Product
Cost,Furniture,Bookcases,Peter Fuller,6099.0966,Customer
Cost,Furniture,Bookcases,Tracy Blumstein,4748.4822,Customer
Cost,Furniture,Bookcases,Greg Tran,4057.938,Customer
Cost,Furniture,Bookcases,Quincy Jones,3391.773,Customer
Cost,Furniture,Bookcases,Maribeth Schnelling,3246.3504,Customer
Cost,Furniture,Bookcases,Anna Gayman,2713.4184,Customer
Cost,Furniture,Bookcases,Keith Herrera,2028.9022,Customer
Cost,Furniture,Bookcases,Nora Paige,2025.606,Customer
Cost,Furniture,Bookcases,Tom Stivers,1880.4512,Customer
Cost,Furniture,Bookcases,Amy Hunt,1789.938,Customer
Cost,Furniture,Chairs,Tom Prescott,5047.056,Customer
Cost,Furniture,Chairs,Seth Vernon,5040.4396,Customer
Cost,Furniture,Chairs,Joel Eaton,4490.5084,Customer
Cost,Furniture,Chairs,Joe Elijah,4130.0508,Customer
Cost,Furniture,Chairs,Caroline Jumper,4074.4238,Customer
Cost,Furniture,Chairs,Laura Armstrong,3936.511,Customer
Cost,Furniture,Chairs,Susan Pistek,3495.1558,Customer
Cost,Furniture,Chairs,Bill Donatelli,3425.972,Customer
Cost,Furniture,Chairs,Luke Weiss,3364.704,Customer
Cost,Furniture,Chairs,Sean Christensen,3231.39,Customer
Cost,Furniture,Furnishings,Ross Baird,1461.0898,Customer
Cost,Furniture,Furnishings,Duane Noonan,1139.4318,Customer
Cost,Furniture,Furnishings,Lauren Leatherbury,1088.6976,Customer
Cost,Furniture,Furnishings,Ken Lonsdale,1086.1978,Customer
Cost,Furniture,Furnishings,Kelly Lampkin,1053.6008,Customer
Cost,Furniture,Furnishings,Lindsay Shagiari,1042.6576,Customer
Cost,Furniture,Furnishings,Liz Willingham,990.0489,Customer
Cost,Furniture,Furnishings,Alejandro Grove,962.3796,Customer
Cost,Furniture,Furnishings,Edward Becker,841.2122,Customer
Cost,Furniture,Furnishings,Rick Bensley,802.0872,Customer
Cost,Furniture,Tables,Joseph Holt,6159.9564,Customer
Cost,Furniture,Tables,Christine Phan,4462.1191,Customer
Cost,Furniture,Tables,Nora Preis,4419.9214,Customer
Cost,Furniture,Tables,Dean percer,3906.1824,Customer
Cost,Furniture,Tables,Michael Moore,3207.4974,Customer
Cost,Furniture,Tables,Victoria Pisteka,2844.1413,Customer
Cost,Furniture,Tables,Anna H_berlin,2784.1603,Customer
Cost,Furniture,Tables,Ellis Ballard,2782.8176,Customer
Cost,Furniture,Tables,Scot Coram,2706.615,Customer
Cost,Furniture,Tables,Ross Baird,2684.916,Customer
Cost,Office Supplies,Appliances,Rick Wilson,2189.5626,Customer
Cost,Office Supplies,Appliances,Annie Thurman,1991.242,Customer
Cost,Office Supplies,Appliances,Justin Deggeller,1878.555,Customer
Cost,Office Supplies,Appliances,Helen Wasserman,1867.3144,Customer
Cost,Office Supplies,Appliances,Robert Waldorf,1678.3001,Customer
Cost,Office Supplies,Appliances,Peter Fuller,1644.5304,Customer
Cost,Office Supplies,Appliances,Jonathan Doherty,1410.0485,Customer
Cost,Office Supplies,Appliances,Frank Carlisle,1321.2411,Customer
Cost,Office Supplies,Appliances,Anthony Jacobs,1233.3978,Customer
Cost,Office Supplies,Appliances,Doug Jacobs,1193.192,Customer
Cost,Office Supplies,Art,Brendan Sweed,1022.7636,Customer
Cost,Office Supplies,Art,Brenda Bowman,312.3252,Customer
Cost,Office Supplies,Art,Nicole Hansen,297.7754,Customer
Cost,Office Supplies,Art,Paul Gonzalez,291.8762,Customer
Cost,Office Supplies,Art,Raymond Buch,280.013,Customer
Cost,Office Supplies,Art,Kelly Andreada,246.1546,Customer
Cost,Office Supplies,Art,Marc Crier,215.922,Customer
Cost,Office Supplies,Art,Emily Phan,208.7549,Customer
Cost,Office Supplies,Art,Rob Haberlin,207.027,Customer
Cost,Office Supplies,Art,Corey Roper,205.332,Customer
Cost,Office Supplies,Binders,Luke Foster,5945.3152,Customer
Cost,Office Supplies,Binders,Sanjit Chand,5919.0295,Customer
Cost,Office Supplies,Binders,Adrian Barton,5680.2271,Customer
Cost,Office Supplies,Binders,Henry Goldwyn,4880.0513,Customer
Cost,Office Supplies,Binders,Christopher Martinez,4517.2302,Customer
Cost,Office Supplies,Binders,Nathan Cano,3858.9852,Customer
Cost,Office Supplies,Binders,Jane Waco,3177.475,Customer
Cost,Office Supplies,Binders,Dennis Pardue,3057.7083,Customer
Cost,Office Supplies,Binders,Zuschuss Carroll,2979.7095,Customer
Cost,Office Supplies,Binders,Andy Reiter,2969.7369,Customer
Cost,Office Supplies,Envelopes,Peter BÙhler,400.5846,Customer
Cost,Office Supplies,Envelopes,Damala Kotsonis,395.1265,Customer
Cost,Office Supplies,Envelopes,Nona Balk,338.4017,Customer
Cost,Office Supplies,Envelopes,Monica Federle,250.8812,Customer
Cost,Office Supplies,Envelopes,Olvera Toch,237.897,Customer
Cost,Office Supplies,Envelopes,Edward Hooks,226.0166,Customer
Cost,Office Supplies,Envelopes,Mark Packer,222.4145,Customer
Cost,Office Supplies,Envelopes,Harry Marie,213.1388,Customer
Cost,Office Supplies,Envelopes,Delfina Latchford,199.056,Customer
Cost,Office Supplies,Envelopes,Logan Haushalter,179.592,Customer
Cost,Office Supplies,Fasteners,Mick Crebagga,92.4264,Customer
Cost,Office Supplies,Fasteners,Pauline Chand,61.6176,Customer
Cost,Office Supplies,Fasteners,Joseph Holt,38.6525,Customer
Cost,Office Supplies,Fasteners,William Brown,37.303,Customer
Cost,Office Supplies,Fasteners,Marc Crier,36.5064,Customer
Cost,Office Supplies,Fasteners,Eric Hoffmann,36.48,Customer
Cost,Office Supplies,Fasteners,Barry Franz_sisch,32.2315,Customer
Cost,Office Supplies,Fasteners,Maria Etezadi,30.8088,Customer
Cost,Office Supplies,Fasteners,Ben Wallace,28.0623,Customer
Cost,Office Supplies,Fasteners,Susan Vittorini,26.5356,Customer
Cost,Office Supplies,Labels,Jenna Caffey,401.1048,Customer
Cost,Office Supplies,Labels,Tracy Poddar,401.1048,Customer
Cost,Office Supplies,Labels,Maurice Satty,255.0969,Customer
Cost,Office Supplies,Labels,Heather Kirkland,250.6905,Customer
Cost,Office Supplies,Labels,Damala Kotsonis,232.4448,Customer
Cost,Office Supplies,Labels,Bruce Degenhardt,177.3243,Customer
Cost,Office Supplies,Labels,Brian Dahlen,150.4143,Customer
Cost,Office Supplies,Labels,Anthony Johnson,148.3758,Customer
Cost,Office Supplies,Labels,Kristen Hastings,106.6932,Customer
Cost,Office Supplies,Labels,Shaun Weien,100.2762,Customer
Cost,Office Supplies,Paper,Paul Prost,496.8659,Customer
Cost,Office Supplies,Paper,Thomas Seio,491.5488,Customer
Cost,Office Supplies,Paper,Ross DeVincentis,422.7048,Customer
Cost,Office Supplies,Paper,Matt Abelman,404.2587,Customer
Cost,Office Supplies,Paper,Mick Hernandez,377.0936,Customer
Cost,Office Supplies,Paper,Dave Hallsten,374.9048,Customer
Cost,Office Supplies,Paper,Eugene Moren,365.4582,Customer
Cost,Office Supplies,Paper,Greg Tran,362.1574,Customer
Cost,Office Supplies,Paper,Laura Armstrong,353.2744,Customer
Cost,Office Supplies,Paper,Xylona Preis,349.7692,Customer
Cost,Office Supplies,Storage,Suzanne McNair,3290.7152,Customer
Cost,Office Supplies,Storage,Cassandra Brandow,3058.6602,Customer
Cost,Office Supplies,Storage,Yoseph Carroll,2855.2069,Customer
Cost,Office Supplies,Storage,Jonathan Doherty,2678.333,Customer
Cost,Office Supplies,Storage,Karen Ferguson,2411.8205,Customer
Cost,Office Supplies,Storage,Brian Stugart,2221.6727,Customer
Cost,Office Supplies,Storage,John Dryer,2156.4318,Customer
Cost,Office Supplies,Storage,Maribeth Dona,2143.4598,Customer
Cost,Office Supplies,Storage,Dionis Lloyd,2139.438,Customer
Cost,Office Supplies,Storage,Neil Ducich,2066.5108,Customer
Cost,Office Supplies,Supplies,Ken Lonsdale,7860.144,Customer
Cost,Office Supplies,Supplies,Joseph Airdo,5713.0766,Customer
Cost,Office Supplies,Supplies,Edward Hooks,4755.6144,Customer
Cost,Office Supplies,Supplies,Alex Avila,4716.0864,Customer
Cost,Office Supplies,Supplies,Cathy Prescott,4080.769,Customer
Cost,Office Supplies,Supplies,Greg Maxwell,4080.769,Customer
Cost,Office Supplies,Supplies,Sanjit Engle,1632.3076,Customer
Cost,Office Supplies,Supplies,Amy Cox,1632.3076,Customer
Cost,Office Supplies,Supplies,Alan Haines,1165.7945,Customer
Cost,Office Supplies,Supplies,Justin Hirsh,932.6356,Customer
Cost,Technology,Accessories,Kelly Collister,3110.0274,Customer
Cost,Technology,Accessories,Helen Wasserman,2039.5732,Customer
Cost,Technology,Accessories,Peter McVee,1886.0115,Customer
Cost,Technology,Accessories,Thomas Boland,1732.4307,Customer
Cost,Technology,Accessories,Speros Goranitis,1608.0117,Customer
Cost,Technology,Accessories,Natalie Fritzler,1549.044,Customer
Cost,Technology,Accessories,Rick Hansen,1547.4655,Customer
Cost,Technology,Accessories,Karen Bern,1482.2965,Customer
Cost,Technology,Accessories,Arthur Gainer,1353.7272,Customer
Cost,Technology,Accessories,Chris McAfee,1347.4461,Customer
Cost,Technology,Copiers,Christopher Conant,9134.9527,Customer
Cost,Technology,Copiers,Tamara Chand,9099.974,Customer
Cost,Technology,Copiers,Tom Ashbrook,7279.9792,Customer
Cost,Technology,Copiers,Raymond Buch,7279.9792,Customer
Cost,Technology,Copiers,Hunter Lopez,5459.9844,Customer
Cost,Technology,Copiers,Daniel Raglin,2807.9532,Customer
Cost,Technology,Copiers,Harry Marie,2596.9629,Customer
Cost,Technology,Copiers,Penelope Sewall,2309.967,Customer
Cost,Technology,Copiers,Todd Sumrall,1924.9725,Customer
Cost,Technology,Copiers,Robert Marley,1871.9688,Customer
Cost,Technology,Machines,Sean Miller,25287.2844,Customer
Cost,Technology,Machines,Grant Thornton,11839.9704,Customer
Cost,Technology,Machines,Cindy Stewart,11305.883,Customer
Cost,Technology,Machines,Becky Martin,9519.944,Customer
Cost,Technology,Machines,Sean Braxton,8889.7833,Customer
Cost,Technology,Machines,Bill Shonely,6733.9482,Customer
Cost,Technology,Machines,Sanjit Engle,5949.966,Customer
Cost,Technology,Machines,Sharelle Roach,5949.965,Customer
Cost,Technology,Machines,Tom Boeckenhauer,5015.5653,Customer
Cost,Technology,Machines,Natalie Fritzler,4439.9852,Customer
Cost,Technology,Phones,John Murray,4989.0958,Customer
Cost,Technology,Phones,Maria Etezadi,4839.452,Customer
Cost,Technology,Phones,Patrick O'Brill,4480.0861,Customer
Cost,Technology,Phones,Karen Ferguson,3859.7352,Customer
Cost,Technology,Phones,Thomas Seio,3177.6729,Customer
Cost,Technology,Phones,Tonja Turnell,2981.9652,Customer
Cost,Technology,Phones,Stefania Perrino,2848.2951,Customer
Cost,Technology,Phones,Corinna Mitchell,2793.8942,Customer
Cost,Technology,Phones,Kristen Hastings,2790.9887,Customer
Cost,Technology,Phones,Grace Kelly,2765.531,Customer
Quantity,Furniture,Bookcases,Arthur Gainer,17,Customer
Quantity,Furniture,Bookcases,Keith Herrera,17,Customer
Quantity,Furniture,Bookcases,Dorothy Wardle,14,Customer
Quantity,Furniture,Bookcases,Todd Sumrall,13,Customer
Quantity,Furniture,Bookcases,Tom Stivers,12,Customer
Quantity,Furniture,Bookcases,Janet Lee,12,Customer
Quantity,Furniture,Bookcases,Jack O'Briant,11,Customer
Quantity,Furniture,Bookcases,Peter Fuller,11,Customer
Quantity,Furniture,Bookcases,Muhammed Yedwab,10,Customer
